Label(A_A'_B_X),E_A1,E_A',E_P,E_K,E_H
In_Na_Lu_Se_,-2.574,-1.319,-57.401,-76.794,-57.654
In_Na_Sm_Se_,-2.574,-1.319,-58.267,-77.916,-58.489
In_Na_Sn_Se_,-2.574,-1.319,-45.301,-60.604,-45.46
In_Na_Sn_S_,-2.574,-1.319,-48.644,-65.451,-49.144
In_Na_Tl_O_,-2.574,-1.319,-51.391,-74.749,-55.559
In_Na_Tl_Se_,-2.574,-1.319,-41.611,-53.997,-40.196
In_Na_V_Te_,-2.574,-1.319,-55.635,-73.986,-54.958
In_Na_Y_S_,-2.574,-1.319,-68.863,-92.158,-69.2
In_Nd_As_Te_,-2.574,-4.705,-41.686,-59.387,-45.379
In_Nd_Er_O_,-2.574,-4.705,-80.376,-111.072,-85.103
In_Nd_Er_S_,-2.574,-4.705,-62.889,-87.263,-66.358
In_Nd_Gd_O_,-2.574,-4.705,-79.607,-110.262,-84.414
In_Nd_Ho_S_,-2.574,-4.705,-61.204,-87.294,-66.464
In_Nd_Li_Se_,-2.574,-4.705,-44.045,-64.024,-49.41
In_Nd_Mo_Se_,-2.574,-4.705,-65.676,-92.29,-68.781
In_Nd_Ni_Te_,-2.574,-4.705,-45.048,-63.762,-48.769
In_Nd_Pd_Te_,-2.574,-4.705,-45.674,-64.81,-49.54
In_Nd_Sc_Se_,-2.574,-4.705,-61.553,-85.642,-65.078
In_Nd_Sr_Te_,-2.574,-4.705,-42.063,-61.826,-47.827
In_Nd_Tl_S_,-2.574,-4.705,-45.508,-66.103,-50.976
In_Nd_Y_O_,-2.574,-4.705,-85.814,-118.386,-90.581
In_Ni_Al_Se_,-2.574,-5.386,-47.139,-63.97,-48.086
In_Ni_As_O_,-2.574,-5.386,-60.069,-83.871,-62.262
In_Ni_Co_S_,-2.574,-5.386,-57.637,-77.942,-60.363
In_Ni_Cr_Te_,-2.574,-5.386,-54.438,-74.218,-56.901
In_Ni_Cs_Te_,-2.574,-5.386,-36.142,-49.499,-36.621
In_Ni_Dy_O_,-2.574,-5.386,-80.021,-105.511,-81.515
In_Ni_Ga_Se_,-2.574,-5.386,-42.454,-58.843,-44.71
In_Ni_Ga_S_,-2.574,-5.386,-46.257,-63.832,-48.636
In_Ni_K_Te_,-2.574,-5.386,-36.821,-50.431,-38.398
In_Ni_Lu_S_,-2.574,-5.386,-62.655,-83.525,-64.438
In_Ni_Na_O_,-2.574,-5.386,-61.616,-82.071,-61.641
In_Ni_Sc_S_,-2.574,-5.386,-66.714,-89.233,-67.281
In_Ni_Tb_Se_,-2.574,-5.386,-58.114,-77.436,-58.008
In_Ni_Tl_Se_,-2.574,-5.386,-41.611,-56.744,-43.08
In_Ni_Y_Se_,-2.574,-5.386,-63.874,-85.136,-63.836
In_Pd_Ag_O_,-2.574,-5.227,-58.493,-76.336,-56.609
In_Pd_Al_Se_,-2.574,-5.227,-47.139,-64.273,-48.651
In_Pd_Al_S_,-2.574,-5.227,-52.501,-71.311,-55.451
In_Pd_Co_Se_,-2.574,-5.227,-52.845,-72.509,-55.953
In_Pd_Cu_O_,-2.574,-5.227,-59.456,-81.739,-60.044
In_Pd_Cu_Se_,-2.574,-5.227,-43.208,-59.851,-45.441
In_Pd_Dy_Te_,-2.574,-5.227,-51.856,-70.113,-52.859
In_Pd_K_O_,-2.574,-5.227,-59.47,-78.461,-58.521
In_Pd_Sb_Se_,-2.574,-5.227,-44.837,-61.663,-46.645
In_Pd_Y_Te_,-2.574,-5.227,-55.125,-78.004,-58.772
In_Pr_Ag_S_,-2.574,-4.725,-44.749,-65.471,-50.341
In_Pr_Ba_O_,-2.574,-4.725,-62.513,-90.426,-69.344
In_Pr_Ba_Se_,-2.574,-4.725,-47.649,-69.902,-54.03
In_Pr_Eu_Te_,-2.574,-4.725,-52.272,-73.094,-55.716
In_Pr_Gd_O_,-2.574,-4.725,-79.607,-110.304,-84.387
In_Pr_Hg_Te_,-2.574,-4.725,-29.456,-43.437,-33.64
In_Pr_Hg_Se_,-2.574,-4.725,-33.154,-48.863,-37.752
In_Pr_Li_Se_,-2.574,-4.725,-44.045,-63.979,-49.386
In_Pr_Lu_O_,-2.574,-4.725,-80.924,-111.681,-85.521
In_Pr_Lu_S_,-2.574,-4.725,-62.655,-87.189,-66.281
In_Pr_Na_O_,-2.574,-4.725,-61.616,-87.334,-66.983
In_Pr_Pd_Se_,-2.574,-4.725,-48.445,-69.332,-53.143
In_Pr_Yb_Te_,-2.574,-4.725,-41.429,-60.752,-46.948
In_Pt_Al_Se_,-2.574,-6.119,-47.139,-64.998,-50.546
In_Pt_Cs_O_,-2.574,-6.119,-56.775,-75.876,-55.654
In_Pt_Dy_S_,-2.574,-6.119,-63.015,-84.23,-64.337
In_Pt_Hg_Se_,-2.574,-6.119,-33.154,-47.378,-36.173
In_Pt_Li_S_,-2.574,-6.119,-48.729,-67.1,-50.837
In_Pt_Lu_O_,-2.574,-6.119,-80.924,-107.036,-83.517
In_Pt_Lu_Se_,-2.574,-6.119,-57.401,-76.86,-58.391
In_Pt_Mo_Te_,-2.574,-6.119,-60.134,-82.491,-63.912
In_Pt_Na_O_,-2.574,-6.119,-61.616,-82.007,-61.315
In_Pt_Na_S_,-2.574,-6.119,-46.964,-64.631,-46.483
In_Pt_Ni_Se_,-2.574,-6.119,-48.434,-67.32,-51.675
In_Pt_Pr_Se_,-2.574,-6.119,-58.397,-78.1,-58.719
In_Pt_Sb_O_,-2.574,-6.119,-60.098,-82.61,-62.502
In_Rb_Cs_Te_,-2.574,-0.923,-36.142,-45.824,-36.364
In_Rb_Cu_O_,-2.574,-0.923,-59.456,-77.548,-57.046
In_Rb_Cu_Te_,-2.574,-0.923,-39.038,-50.647,-37.808
In_Rb_Dy_O_,-2.574,-0.923,-80.021,-105.02,-78.629
In_Rb_Dy_S_,-2.574,-0.923,-63.015,-84.133,-63.122
In_Rb_Er_Te_,-2.574,-0.923,-51.524,-68.63,-51.459
In_Rb_La_Te_,-2.574,-0.923,-53.991,-71.971,-53.966
In_Rb_Lu_Se_,-2.574,-0.923,-57.401,-76.581,-57.449
In_Rb_Na_Te_,-2.574,-0.923,-36.942,-46.58,-36.374
In_Rb_Nd_Te_,-2.574,-0.923,-52.655,-70.116,-52.569
In_Rb_Pr_S_,-2.574,-0.923,-62.974,-84.132,-63.131
In_Rb_Rh_Te_,-2.574,-0.923,-51.762,-68.375,-51.114
In_Rb_Sb_O_,-2.574,-0.923,-60.098,-80.725,-59.845
In_Rb_Sb_Te_,-2.574,-0.923,-41.206,-54.33,-40.638
In_Rb_Sm_Se_,-2.574,-0.923,-58.267,-77.747,-58.329
In_Rb_Sn_Te_,-2.574,-0.923,-41.439,-54.376,-40.517
In_Rb_Tl_Se_,-2.574,-0.923,-41.611,-52.862,-39.361
In_Rh_Al_S_,-2.574,-7.276,-52.501,-73.584,-56.64
In_Rh_Cu_O_,-2.574,-7.276,-59.456,-84.913,-59.839
In_Rh_Cu_Se_,-2.574,-7.276,-43.208,-62.906,-47.644
In_Rh_Gd_O_,-2.574,-7.276,-79.607,-106.694,-83.312
In_Rh_Hg_S_,-2.574,-7.276,-36.376,-53.273,-40.869
In_Rh_Li_Te_,-2.574,-7.276,-38.446,-56.087,-43.4
In_Rh_Ni_Te_,-2.574,-7.276,-45.048,-63.997,-49.1
In_Rh_Pd_S_,-2.574,-7.276,-51.723,-73.082,-55.016
In_Rh_Sn_Te_,-2.574,-7.276,-41.439,-59.568,-45.634
In_Rh_Sn_Se_,-2.574,-7.276,-45.301,-64.505,-49.218
In_Rh_Tl_O_,-2.574,-7.276,-51.391,-80.574,-55.67
In_Rh_Tl_Se_,-2.574,-7.276,-41.611,-59.698,-45.966
In_Rh_Y_O_,-2.574,-7.276,-85.814,-114.834,-89.386
In_Sb_Al_Se_,-2.574,-4.008,-47.139,-63.506,-47.878
In_Sb_As_S_,-2.574,-4.008,-48.157,-64.889,-48.614
In_Sb_Ba_S_,-2.574,-4.008,-51.476,-69.825,-52.14
In_Sb_Cu_S_,-2.574,-4.008,-47.288,-64.806,-48.194
In_Sb_Eu_O_,-2.574,-4.008,-79.239,-104.893,-80.835
In_Sb_Mo_Te_,-2.574,-4.008,-60.134,-81.945,-61.332
In_Sb_Na_O_,-2.574,-4.008,-61.616,-82.054,-61.552
In_Sb_Na_Se_,-2.574,-4.008,-42.416,-57.397,-43.309
In_Sb_Ni_Se_,-2.574,-4.008,-48.434,-65.387,-49.328
In_Sb_Pd_Se_,-2.574,-4.008,-48.445,-65.577,-49.433
In_Sb_Pt_Te_,-2.574,-4.008,-48.005,-65.1,-49.082
In_Sb_Sn_S_,-2.574,-4.008,-48.644,-65.91,-48.345
In_Sb_Sr_Se_,-2.574,-4.008,-47.02,-63.876,-48.2
In_Sb_Sr_S_,-2.574,-4.008,-51.168,-69.297,-51.678
In_Sb_Tl_O_,-2.574,-4.008,-51.391,-78.946,-53.321
In_Sb_Tl_Te_,-2.574,-4.008,-36.948,-50.514,-38.199
In_Sb_Y_Te_,-2.574,-4.008,-55.125,-76.459,-57.285
In_Sc_As_S_,-2.574,-6.201,-48.157,-70.715,-52.033
In_Sc_Ca_Se_,-2.574,-6.201,-47.851,-70.78,-54.774
In_Sc_Ce_O_,-2.574,-6.201,-77.399,-108.259,-83.583
In_Sc_Co_Se_,-2.574,-6.201,-52.845,-75.657,-56.838
In_Sc_Gd_O_,-2.574,-6.201,-79.607,-110.533,-85.76
In_Sc_Hg_Te_,-2.574,-6.201,-29.456,-44.597,-34.855
In_Sc_Na_Se_,-2.574,-6.201,-42.416,-63.076,-48.925
In_Sc_Pd_S_,-2.574,-6.201,-51.723,-75.269,-58.153
In_Sc_Pt_Te_,-2.574,-6.201,-48.005,-68.231,-52.335
In_Sc_Rb_O_,-2.574,-6.201,-58.046,-85.444,-66.038
In_Sc_Rb_Se_,-2.574,-6.201,-41.291,-61.502,-47.431
In_Sc_Rh_Te_,-2.574,-6.201,-51.762,-73.759,-56.002
In_Sc_Rh_Se_,-2.574,-6.201,-54.691,-78.104,-59.664
In_Sc_Sm_O_,-2.574,-6.201,-78.885,-109.783,-85.051
In_Sc_Sn_O_,-2.574,-6.201,-62.558,-90.219,-67.425
In_Sc_Sn_Te_,-2.574,-6.201,-41.439,-61.06,-47.162
In_Sc_Tb_S_,-2.574,-6.201,-63.075,-87.534,-67.12
In_Sc_Tl_Te_,-2.574,-6.201,-36.948,-55.19,-42.837
In_Sc_Yb_Se_,-2.574,-6.201,-46.837,-69.429,-53.73
In_Sm_As_Se_,-2.574,-4.636,-45.027,-64.547,-49.395
In_Sm_Ba_S_,-2.574,-4.636,-51.476,-75.285,-58.062
In_Sm_Ca_S_,-2.574,-4.636,-52.208,-75.99,-58.599
In_Sm_Cs_Se_,-2.574,-4.636,-40.963,-60.005,-45.947
In_Sm_Cu_Te_,-2.574,-4.636,-39.038,-56.398,-43.333
In_Sm_Dy_O_,-2.574,-4.636,-80.021,-110.577,-84.801
In_Sm_Hg_Te_,-2.574,-4.636,-29.456,-43.381,-33.585
In_Sm_Mo_S_,-2.574,-4.636,-71.203,-99.749,-74.307
In_Sm_Na_Te_,-2.574,-4.636,-36.942,-54.196,-41.923
In_Sm_Nd_S_,-2.574,-4.636,-63.042,-87.878,-66.939
In_Sm_Pd_S_,-2.574,-4.636,-51.723,-74.12,-56.903
In_Sm_Tb_O_,-2.574,-4.636,-79.831,-110.38,-84.627
In_Sm_Tl_O_,-2.574,-4.636,-51.391,-84.22,-56.327
In_Sn_Ag_Te_,-2.574,-3.797,-36.758,-50.327,-38.062
In_Sn_As_Te_,-2.574,-3.797,-41.686,-56.488,-42.595
In_Sn_Co_Te_,-2.574,-3.797,-49.005,-66.398,-50.108
In_Sn_Dy_O_,-2.574,-3.797,-80.021,-106.318,-81.323
In_Sn_Eu_Se_,-2.574,-3.797,-58.225,-77.468,-58.094
In_Sn_Fe_O_,-2.574,-3.797,-73.696,-97.734,-74.616
In_Sn_Fe_Se_,-2.574,-3.797,-55.767,-75.395,-57.115
In_Sn_Ga_Se_,-2.574,-3.797,-42.454,-57.649,-43.497
In_Sn_Gd_Se_,-2.574,-3.797,-58.206,-77.47,-58.104
In_Sn_Na_S_,-2.574,-3.797,-46.964,-63.13,-47.442
In_Sn_Sc_S_,-2.574,-3.797,-66.714,-89.402,-67.059
In_Sn_Sr_S_,-2.574,-3.797,-51.168,-69.587,-52.615
In_Sn_Tm_Te_,-2.574,-3.797,-51.343,-68.435,-51.328
In_Sn_Y_O_,-2.574,-3.797,-85.814,-114.015,-87.119
In_Sn_Y_S_,-2.574,-3.797,-68.863,-91.872,-68.911
In_Sn_Yb_O_,-2.574,-3.797,-66.731,-90.33,-67.329
In_Sr_Ca_Se_,-2.574,-1.634,-47.851,-66.508,-50.582
In_Sr_Co_Te_,-2.574,-1.634,-49.005,-66.939,-49.964
In_Sr_Cu_S_,-2.574,-1.634,-47.288,-65.849,-48.986
In_Sr_Er_Te_,-2.574,-1.634,-51.524,-69.696,-52.537
In_Sr_Eu_O_,-2.574,-1.634,-79.239,-106.62,-80.326
In_Sr_Hg_O_,-2.574,-1.634,-49.455,-66.482,-51.098
In_Sr_Ho_Se_,-2.574,-1.634,-57.886,-78.307,-59.054
In_Sr_Li_O_,-2.574,-1.634,-63.98,-84.132,-63.255
In_Sr_Sb_Te_,-2.574,-1.634,-41.206,-56.033,-42.181
In_Sr_Sm_O_,-2.574,-1.634,-78.885,-106.234,-80.022
In_Tb_Ag_O_,-2.574,-4.553,-58.493,-83.289,-65.067
In_Tb_Cs_O_,-2.574,-4.553,-56.775,-82.377,-63.325
In_Tb_Hg_O_,-2.574,-4.553,-49.455,-71.369,-55.923
In_Tb_Ho_Te_,-2.574,-4.553,-51.685,-70.519,-54.4
In_Tb_Li_Se_,-2.574,-4.553,-44.045,-64.091,-49.417
In_Tb_Lu_Te_,-2.574,-4.553,-51.003,-70.296,-53.481
In_Tb_Rb_Te_,-2.574,-4.553,-36.329,-53.371,-41.275
In_Tb_Rh_Te_,-2.574,-4.553,-51.762,-72.946,-54.977
In_Tb_Rh_Se_,-2.574,-4.553,-54.691,-77.325,-58.669
In_Tb_Rh_S_,-2.574,-4.553,-58.549,-82.821,-63.047
In_Tb_Sn_Te_,-2.574,-4.553,-41.439,-59.878,-46.041
In_Tb_Tl_Te_,-2.574,-4.553,-36.948,-53.969,-41.61
In_Tl_Ag_O_,-2.574,-2.269,-58.493,-74.005,-55.698
In_Tl_Ag_S_,-2.574,-2.269,-44.749,-58.336,-43.212
In_Tl_Bi_Te_,-2.574,-2.269,-41.326,-54.952,-41.18
In_Tl_Ca_O_,-2.574,-2.269,-66.055,-88.242,-65.963
In_Tl_Ce_Se_,-2.574,-2.269,-58.353,-77.839,-58.386
In_Tl_Cs_S_,-2.574,-2.269,-44.957,-58.231,-42.645
In_Tl_K_Se_,-2.574,-2.269,-41.945,-54.393,-40.416
In_Tl_La_S_,-2.574,-2.269,-64.38,-85.846,-64.387
In_Tl_Li_O_,-2.574,-2.269,-63.98,-82.38,-61.105
In_Tl_Li_Se_,-2.574,-2.269,-44.045,-57.116,-42.445
In_Tl_Na_Se_,-2.574,-2.269,-42.416,-54.964,-40.833
In_Tl_Pt_O_,-2.574,-2.269,-60.851,-79.834,-60.202
In_Tl_Rb_O_,-2.574,-2.269,-58.046,-74.968,-55.565
In_Tl_Sb_O_,-2.574,-2.269,-60.098,-80.916,-60.146
In_Tl_Sc_Se_,-2.574,-2.269,-61.553,-82.015,-61.497
In_Tl_Sm_O_,-2.574,-2.269,-78.885,-103.999,-78.111
In_Tl_Y_S_,-2.574,-2.269,-68.863,-91.842,-68.881
In_Tm_Ag_Se_,-2.574,-4.472,-40.835,-59.47,-45.868
In_Tm_As_O_,-2.574,-4.472,-60.069,-89.358,-65.094
In_Tm_As_Te_,-2.574,-4.472,-41.686,-59.057,-45.026
In_Tm_Eu_O_,-2.574,-4.472,-79.239,-109.338,-84.033
In_Tm_Gd_Se_,-2.574,-4.472,-58.206,-79.463,-60.923
In_Tm_K_S_,-2.574,-4.472,-46.198,-67.222,-51.821
In_Tm_Na_S_,-2.574,-4.472,-46.964,-68.227,-52.579
In_Tm_Pr_O_,-2.574,-4.472,-77.902,-107.891,-82.703
In_Tm_Rb_S_,-2.574,-4.472,-45.41,-66.183,-51.04
In_Tm_Sn_Se_,-2.574,-4.472,-45.301,-65.643,-50.427
In_Tm_Sr_Se_,-2.574,-4.472,-47.02,-68.691,-52.973
In_Tm_Tl_Te_,-2.574,-4.472,-36.948,-53.811,-41.452
In_Tm_Zr_S_,-2.574,-4.472,-71.76,-98.901,-74.407
In_V_Ag_O_,-2.574,-8.955,-58.493,-84.01,-65.665
In_V_As_S_,-2.574,-8.955,-48.157,-70.517,-52.052
In_V_Ca_O_,-2.574,-8.955,-66.055,-94.976,-72.708
In_V_Eu_Se_,-2.574,-8.955,-58.225,-80.463,-61.204
In_V_Ga_Te_,-2.574,-8.955,-38.352,-57.063,-44.268
In_V_K_O_,-2.574,-8.955,-59.47,-85.786,-66.297
In_V_Mo_Te_,-2.574,-8.955,-60.134,-83.819,-63.904
In_V_Ni_Se_,-2.574,-8.955,-48.434,-69.801,-54.586
In_V_Rb_S_,-2.574,-8.955,-45.41,-66.437,-51.044
In_V_Sm_Te_,-2.574,-8.955,-52.385,-72.822,-55.555
In_V_Sr_Te_,-2.574,-8.955,-42.063,-62.116,-47.811
In_V_Tm_S_,-2.574,-8.955,-62.814,-86.037,-66.079
In_Y_Ag_Te_,-2.574,-6.427,-36.758,-55.397,-43.104
In_Y_Al_O_,-2.574,-6.427,-74.458,-103.202,-79.905
In_Y_As_O_,-2.574,-6.427,-60.069,-91.271,-67.066
In_Y_Cu_Te_,-2.574,-6.427,-39.038,-58.279,-45.159
In_Y_Er_Se_,-2.574,-6.427,-57.776,-81.27,-62.428
In_Y_Ga_Se_,-2.574,-6.427,-42.454,-63.562,-49.394
In_Y_Ga_S_,-2.574,-6.427,-46.257,-68.038,-53.617
In_Y_Hg_Se_,-2.574,-6.427,-33.154,-50.752,-39.692
In_Y_K_O_,-2.574,-6.427,-59.47,-87.66,-67.809
In_Y_K_Te_,-2.574,-6.427,-36.821,-55.959,-43.695
In_Y_La_O_,-2.574,-6.427,-79.303,-112.095,-86.177
In_Y_La_Te_,-2.574,-6.427,-53.991,-77.008,-59.016
In_Y_Rh_S_,-2.574,-6.427,-58.549,-84.676,-64.929
In_Y_Sb_O_,-2.574,-6.427,-60.098,-89.938,-66.751
In_Y_Sb_Te_,-2.574,-6.427,-41.206,-60.327,-46.517
In_Y_Sn_Se_,-2.574,-6.427,-45.301,-67.713,-52.526
In_Y_Yb_O_,-2.574,-6.427,-66.731,-98.059,-75.613
In_Yb_Ca_S_,-2.574,-1.468,-52.208,-72.546,-55.164
In_Yb_Ce_S_,-2.574,-1.468,-62.853,-85.13,-64.172
In_Yb_Dy_Te_,-2.574,-1.468,-51.856,-69.749,-52.485
In_Yb_K_Te_,-2.574,-1.468,-36.821,-49.847,-37.657
In_Yb_Mo_Se_,-2.574,-1.468,-65.676,-88.835,-65.768
In_Yb_Nd_Te_,-2.574,-1.468,-52.655,-71.014,-53.478
In_Yb_Ni_O_,-2.574,-1.468,-62.833,-88.486,-67.0
In_Yb_Pd_Te_,-2.574,-1.468,-45.674,-61.674,-46.394
In_Yb_Pr_S_,-2.574,-1.468,-62.974,-85.252,-64.263
In_Yb_Rb_S_,-2.574,-1.468,-45.41,-61.031,-45.949
In_Yb_Sn_Te_,-2.574,-1.468,-41.439,-56.603,-42.813
In_Yb_Sn_S_,-2.574,-1.468,-48.644,-67.254,-51.056
In_Yb_Tl_S_,-2.574,-1.468,-45.508,-61.825,-46.671
In_Zr_Er_Se_,-2.574,-8.521,-57.776,-80.878,-62.409
In_Zr_Tb_O_,-2.574,-8.521,-79.831,-112.091,-87.564
In_Zr_Tl_O_,-2.574,-8.521,-51.391,-88.624,-59.533
K_Ag_Al_S_,-1.033,-2.725,-52.777,-69.954,-52.428
K_Ag_Ba_S_,-1.033,-2.725,-48.132,-65.948,-49.044
K_Ag_Bi_S_,-1.033,-2.725,-49.002,-64.478,-48.107
K_Ag_Cs_Te_,-1.033,-2.725,-32.833,-44.523,-32.246
K_Ag_Er_O_,-1.033,-2.725,-79.719,-105.507,-78.89
K_Ag_Fe_O_,-1.033,-2.725,-71.214,-94.478,-70.676
K_Ag_Ga_Te_,-1.033,-2.725,-36.502,-49.838,-36.461
K_Ag_La_Te_,-1.033,-2.725,-54.446,-71.539,-53.382
K_Ag_Ni_Te_,-1.033,-2.725,-42.739,-57.753,-43.86
K_Ag_Pr_Se_,-1.033,-2.725,-59.188,-77.768,-58.059
K_Ag_Pr_S_,-1.033,-2.725,-64.05,-84.212,-62.881
K_Ag_Sb_O_,-1.033,-2.725,-59.448,-81.423,-59.344
K_Ag_Sb_Te_,-1.033,-2.725,-40.65,-53.62,-40.078
K_Ag_Sb_S_,-1.033,-2.725,-48.403,-64.124,-47.685
K_Ag_Sn_Se_,-1.033,-2.725,-44.206,-58.499,-43.792
K_Ag_Tb_Se_,-1.033,-2.725,-58.881,-77.462,-57.85
K_Ag_Tm_S_,-1.033,-2.725,-63.797,-84.048,-62.795
K_Ag_Zr_S_,-1.033,-2.725,-71.457,-94.908,-71.046
K_Al_Bi_Se_,-1.033,-3.738,-45.301,-60.519,-45.434
K_Al_Cu_Se_,-1.033,-3.738,-39.913,-56.526,-42.638
K_Al_Fe_Te_,-1.033,-3.738,-47.788,-67.55,-50.85
K_Al_Hg_S_,-1.033,-3.738,-32.265,-47.397,-36.769
K_Al_Ho_Se_,-1.033,-3.738,-58.65,-78.159,-58.616
K_Al_In_Se_,-1.033,-3.738,-41.945,-56.127,-42.165
K_Al_Li_Se_,-1.033,-3.738,-39.904,-55.135,-42.336
K_Al_Lu_Te_,-1.033,-3.738,-51.425,-68.583,-51.455
K_Al_Ni_O_,-1.033,-3.738,-60.625,-85.534,-66.999
K_Al_Pd_Te_,-1.033,-3.738,-43.289,-59.185,-45.423
K_Al_Rb_Te_,-1.033,-3.738,-32.989,-45.815,-35.01
K_Al_Sb_Se_,-1.033,-3.738,-44.743,-59.889,-45.635
K_Al_Sb_S_,-1.033,-3.738,-48.403,-64.755,-49.771
K_Al_Sc_S_,-1.033,-3.738,-67.275,-89.841,-67.423
K_Al_Sn_O_,-1.033,-3.738,-60.656,-85.528,-62.337
K_Al_Sr_Te_,-1.033,-3.738,-39.954,-56.286,-42.417
K_Al_V_Se_,-1.033,-3.738,-60.199,-81.12,-60.985
K_Al_Yb_S_,-1.033,-3.738,-48.281,-69.307,-52.212
K_As_Bi_Te_,-1.033,-4.581,-41.025,-54.784,-41.206
K_As_Ce_O_,-1.033,-4.581,-77.252,-102.902,-76.963
K_As_Ce_Se_,-1.033,-4.581,-59.156,-77.813,-57.849
K_As_Cs_Te_,-1.033,-4.581,-32.833,-46.006,-34.867
K_As_Cu_Se_,-1.033,-4.581,-39.913,-55.364,-42.104
K_As_Er_Te_,-1.033,-4.581,-51.911,-68.581,-51.086
K_As_Gd_O_,-1.033,-4.581,-79.176,-105.297,-78.631
K_As_Ho_O_,-1.033,-4.581,-79.596,-105.821,-79.014
K_As_In_Se_,-1.033,-4.581,-41.945,-56.577,-42.051
K_As_La_O_,-1.033,-4.581,-79.175,-105.635,-79.069
K_As_Li_Te_,-1.033,-4.581,-36.149,-49.7,-37.845
K_As_Lu_S_,-1.033,-4.581,-63.625,-83.93,-62.465
K_As_Mo_Se_,-1.033,-4.581,-63.705,-88.045,-66.275
K_As_Rb_S_,-1.033,-4.581,-39.955,-54.268,-40.984
K_As_Rh_O_,-1.033,-4.581,-67.203,-88.993,-66.791
K_As_Sc_Se_,-1.033,-4.581,-61.937,-82.164,-61.282
K_As_Tb_S_,-1.033,-4.581,-64.093,-84.442,-62.814
K_As_Tl_O_,-1.033,-4.581,-51.774,-72.766,-54.676
K_As_Tl_Te_,-1.033,-4.581,-33.147,-47.094,-35.823
K_As_Tm_Te_,-1.033,-4.581,-51.735,-68.361,-50.929
K_As_Tm_S_,-1.033,-4.581,-63.797,-84.121,-62.598
K_As_Yb_Se_,-1.033,-4.581,-44.296,-62.304,-46.728
K_As_Zr_O_,-1.033,-4.581,-86.941,-122.313,-90.6
K_Ba_Dy_O_,-1.033,-1.914,-79.477,-106.322,-79.799
K_Ba_Hg_Te_,-1.033,-1.914,-25.685,-38.145,-28.519
K_Ba_In_Se_,-1.033,-1.914,-41.945,-57.542,-43.569
K_Ba_Lu_Te_,-1.033,-1.914,-51.425,-69.677,-52.557
K_Ba_Lu_Se_,-1.033,-1.914,-58.159,-78.592,-59.227
K_Ba_Nd_O_,-1.033,-1.914,-78.089,-104.853,-78.732
K_Ba_Sr_O_,-1.033,-1.914,-57.663,-81.835,-62.415
K_Ba_Sr_Se_,-1.033,-1.914,-44.553,-63.078,-48.29
K_Ba_V_S_,-1.033,-1.914,-65.823,-89.073,-66.914
K_Bi_As_Te_,-1.033,-3.743,-40.787,-55.024,-41.446
K_Bi_As_S_,-1.033,-3.743,-48.143,-65.104,-48.374
K_Bi_Ca_Te_,-1.033,-3.743,-40.526,-57.672,-43.371
K_Bi_Dy_S_,-1.033,-3.743,-64.02,-84.581,-62.911
K_Bi_Fe_Se_,-1.033,-3.743,-54.315,-73.58,-55.322
K_Bi_Fe_S_,-1.033,-3.743,-59.139,-79.863,-60.006
K_Bi_Gd_O_,-1.033,-3.743,-79.176,-105.3,-78.503
K_Bi_Ho_S_,-1.033,-3.743,-63.951,-84.488,-62.847
K_Bi_In_Se_,-1.033,-3.743,-41.945,-56.363,-42.274
K_Bi_Li_Se_,-1.033,-3.743,-39.904,-54.868,-41.472
K_Bi_Rb_Se_,-1.033,-3.743,-35.738,-50.249,-38.65
K_Bi_Sb_S_,-1.033,-3.743,-48.403,-64.676,-48.385
K_Bi_Sr_S_,-1.033,-3.743,-47.832,-67.978,-52.023
K_Bi_Tb_Se_,-1.033,-3.743,-58.881,-77.755,-57.862
K_Bi_Tb_S_,-1.033,-3.743,-64.093,-84.663,-62.967
K_Ca_As_S_,-1.033,-1.918,-48.143,-66.826,-50.15
K_Ca_Bi_S_,-1.033,-1.918,-49.002,-67.049,-50.679
K_Ca_Co_Te_,-1.033,-1.918,-47.846,-64.809,-48.884
K_Ca_Eu_Te_,-1.033,-1.918,-52.635,-71.086,-53.568
K_Ca_Fe_O_,-1.033,-1.918,-71.214,-97.238,-73.524
K_Ca_Fe_Te_,-1.033,-1.918,-47.788,-68.024,-51.364
K_Ca_Mo_S_,-1.033,-1.918,-69.315,-94.564,-70.354
K_Ca_Na_O_,-1.033,-1.918,-47.123,-66.234,-48.754
K_Ca_Nd_S_,-1.033,-1.918,-64.105,-86.713,-65.387
K_Ca_Pd_Se_,-1.033,-1.918,-46.181,-63.558,-48.683
K_Ce_Bi_S_,-1.033,-4.731,-49.002,-69.478,-53.326
K_Ce_Hg_Te_,-1.033,-4.731,-25.685,-41.575,-31.611
K_Ce_Lu_Se_,-1.033,-4.731,-58.159,-80.432,-61.101
K_Ce_Mo_Te_,-1.033,-4.731,-58.353,-81.629,-61.15
K_Ce_Na_S_,-1.033,-4.731,-41.531,-60.798,-47.247
K_Ce_Pd_Se_,-1.033,-4.731,-46.181,-67.684,-51.89
K_Ce_Pt_Te_,-1.033,-4.731,-46.007,-66.251,-50.205
K_Ce_Rb_Te_,-1.033,-4.731,-32.989,-49.326,-38.912
K_Ce_Sn_S_,-1.033,-4.731,-48.06,-70.294,-54.327
K_Ce_Zr_Se_,-1.033,-4.731,-65.671,-91.004,-69.256
K_Co_Cu_O_,-1.033,-6.825,-53.709,-75.752,-59.346
